CustomerID,Age,TenureMonths,MonthlyLogins,SupportTickets,CustomerReview,Churn
CUST_0143,32,7,11,2,Highly recommended. It saves me so much time every single day.,0
CUST_0144,43,1,12,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0145,59,3,26,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0146,30,13,13,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0147,49,17,8,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0148,56,1,18,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0149,49,6,25,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0150,21,21,1,1,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0151,47,6,15,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0152,54,12,8,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0153,40,13,28,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0154,56,13,11,1,Highly recommended. It saves me so much time every single day.,0
CUST_0155,62,15,12,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0156,32,21,12,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0157,60,16,4,1,Terrible experience. The app crashes constantly during checkout.,1
CUST_0158,46,22,16,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0159,53,21,4,2,Customer support is useless. Worst service ever experienced.,1
CUST_0160,30,11,5,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0161,49,5,24,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0162,24,4,5,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0163,39,3,8,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0164,45,19,10,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0165,19,20,17,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0166,59,18,28,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0167,62,15,26,1,Highly recommended. It saves me so much time every single day.,0
CUST_0168,23,9,9,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0169,45,17,22,0,Highly recommended. It saves me so much time every single day.,0
CUST_0170,45,14,19,2,Highly recommended. It saves me so much time every single day.,0
CUST_0171,61,15,29,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0172,61,1,14,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0173,37,21,8,4,Customer support is useless. Worst service ever experienced.,1
CUST_0174,47,22,9,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0175,28,22,22,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0176,45,3,11,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0177,42,16,23,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0178,56,23,1,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0179,50,11,14,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0180,18,12,5,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0181,44,10,21,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0182,30,16,26,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0183,58,8,14,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0184,20,6,4,2,Terrible experience. The app crashes constantly during checkout.,1
CUST_0185,56,12,22,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0186,23,21,23,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0187,25,8,25,2,Highly recommended. It saves me so much time every single day.,0
CUST_0188,44,4,1,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0189,26,8,22,1,Highly recommended. It saves me so much time every single day.,0
CUST_0190,54,18,23,1,Highly recommended. It saves me so much time every single day.,0
CUST_0191,50,5,19,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0192,59,9,8,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0193,61,4,15,4,Customer support is useless. Worst service ever experienced.,1
CUST_0194,41,22,21,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0195,32,17,15,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0196,49,9,9,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0197,49,1,21,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0198,41,21,9,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0199,58,20,10,4,Customer support is useless. Worst service ever experienced.,1
CUST_0200,29,13,20,4,Customer support is useless. Worst service ever experienced.,1
CUST_0201,56,16,25,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0202,19,13,21,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0203,20,14,26,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0204,54,3,9,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0205,34,6,3,2,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0206,19,18,20,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0207,19,19,25,4,Customer support is useless. Worst service ever experienced.,1
CUST_0208,45,5,26,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0209,40,15,11,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0210,54,2,6,3,Customer support is useless. Worst service ever experienced.,1
CUST_0211,49,10,2,0,Terrible experience. The app crashes constantly during checkout.,1
CUST_0212,50,18,7,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0213,18,13,18,2,Highly recommended. It saves me so much time every single day.,0
CUST_0214,36,5,27,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0215,19,23,2,4,Customer support is useless. Worst service ever experienced.,1
CUST_0216,61,1,27,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0217,43,22,17,4,Customer support is useless. Worst service ever experienced.,1
CUST_0218,49,1,11,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0219,23,18,27,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0220,49,15,12,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0221,21,17,27,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0222,28,11,19,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0223,34,21,22,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0224,55,22,24,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0225,41,17,25,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0226,22,13,7,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0227,51,1,20,1,Highly recommended. It saves me so much time every single day.,0
CUST_0228,23,2,6,0,Highly recommended. It saves me so much time every single day.,0
CUST_0229,39,9,21,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0230,28,3,24,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0231,33,1,1,1,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0232,50,21,17,2,Highly recommended. It saves me so much time every single day.,0
CUST_0233,26,16,29,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0234,23,23,11,1,Highly recommended. It saves me so much time every single day.,0
CUST_0235,33,6,22,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0236,46,17,26,1,Highly recommended. It saves me so much time every single day.,0
CUST_0237,20,5,28,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0238,37,5,18,4,Customer support is useless. Worst service ever experienced.,1
CUST_0239,53,6,21,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0240,36,3,17,1,Highly recommended. It saves me so much time every single day.,0
CUST_0241,43,21,7,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0242,20,23,17,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0243,36,5,20,0,Highly recommended. It saves me so much time every single day.,0
CUST_0244,37,21,9,0,Highly recommended. It saves me so much time every single day.,0
CUST_0245,49,5,17,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0246,24,10,20,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0247,58,10,22,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0248,50,19,22,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0249,57,17,28,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0250,56,21,29,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0251,35,14,8,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0252,57,9,17,0,Highly recommended. It saves me so much time every single day.,0
CUST_0253,18,14,7,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0254,28,1,1,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0255,45,19,13,3,Customer support is useless. Worst service ever experienced.,1
CUST_0256,42,13,23,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0257,40,13,19,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0258,48,4,27,3,Customer support is useless. Worst service ever experienced.,1
CUST_0259,47,1,24,3,Customer support is useless. Worst service ever experienced.,1
CUST_0260,59,17,19,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0261,52,8,29,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0262,24,2,17,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0263,33,8,13,2,Highly recommended. It saves me so much time every single day.,0
CUST_0264,43,7,29,0,Highly recommended. It saves me so much time every single day.,0
CUST_0265,19,2,16,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0266,18,22,8,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0267,29,22,19,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0268,22,3,18,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0269,54,18,1,1,Terrible experience. The app crashes constantly during checkout.,1
CUST_0270,49,12,14,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0271,26,1,19,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0272,58,22,15,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0273,52,12,18,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0274,36,5,2,3,Customer support is useless. Worst service ever experienced.,1
CUST_0275,33,17,22,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0276,20,16,28,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0277,37,15,17,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0278,41,23,18,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0279,50,15,6,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0280,41,5,19,3,Customer support is useless. Worst service ever experienced.,1
CUST_0281,28,21,4,4,Customer support is useless. Worst service ever experienced.,1
CUST_0282,25,14,1,2,Customer support is useless. Worst service ever experienced.,1
CUST_0283,53,2,8,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0284,55,11,29,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0285,57,19,23,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0286,37,7,7,1,Highly recommended. It saves me so much time every single day.,0
CUST_0287,52,6,3,1,Customer support is useless. Worst service ever experienced.,1
CUST_0288,42,2,10,1,Highly recommended. It saves me so much time every single day.,0
CUST_0289,52,6,10,1,Highly recommended. It saves me so much time every single day.,0
CUST_0290,42,18,19,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0291,46,2,14,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0292,35,18,2,0,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0293,63,15,28,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0294,35,19,1,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0295,19,2,23,0,Highly recommended. It saves me so much time every single day.,0
CUST_0296,52,20,23,4,Customer support is useless. Worst service ever experienced.,1
CUST_0297,33,6,28,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0298,58,1,18,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0299,53,15,7,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0300,50,23,29,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0301,21,10,8,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0302,50,19,1,2,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0303,31,17,25,2,Highly recommended. It saves me so much time every single day.,0
CUST_0304,38,5,23,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0305,37,4,3,0,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0306,25,10,24,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0307,24,17,23,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0308,20,10,27,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0309,34,17,29,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0310,50,20,8,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0311,29,5,22,2,Highly recommended. It saves me so much time every single day.,0
CUST_0312,39,2,25,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0313,39,6,15,2,Highly recommended. It saves me so much time every single day.,0
CUST_0314,63,21,5,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0315,47,2,3,4,Customer support is useless. Worst service ever experienced.,1
CUST_0316,55,13,19,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0317,55,11,1,2,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0318,62,11,28,0,Highly recommended. It saves me so much time every single day.,0
CUST_0319,25,16,15,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0320,44,11,8,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0321,44,19,2,1,Customer support is useless. Worst service ever experienced.,1
CUST_0322,51,15,3,4,Customer support is useless. Worst service ever experienced.,1
CUST_0323,38,23,24,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0324,47,23,14,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0325,50,16,24,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0326,45,11,14,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0327,64,22,11,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0328,50,16,16,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0329,22,8,4,2,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0330,36,4,20,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0331,21,8,5,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0332,52,4,22,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0333,34,3,21,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0334,61,3,14,4,Customer support is useless. Worst service ever experienced.,1
CUST_0335,45,18,23,2,Highly recommended. It saves me so much time every single day.,0
CUST_0336,47,19,16,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0337,46,19,18,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0338,63,21,7,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0339,23,5,10,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0340,52,18,7,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0341,58,10,1,4,Customer support is useless. Worst service ever experienced.,1
CUST_0342,54,22,23,3,Customer support is useless. Worst service ever experienced.,1
CUST_0343,41,21,21,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0344,46,6,19,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0345,63,1,16,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0346,48,5,29,0,Highly recommended. It saves me so much time every single day.,0
CUST_0347,52,9,19,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0348,50,12,4,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0349,38,14,29,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0350,49,2,28,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0351,40,17,18,0,Highly recommended. It saves me so much time every single day.,0
CUST_0352,50,14,2,0,Terrible experience. The app crashes constantly during checkout.,1
CUST_0353,20,13,1,3,Customer support is useless. Worst service ever experienced.,1
CUST_0354,35,9,15,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0355,42,15,5,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0356,59,22,20,1,Highly recommended. It saves me so much time every single day.,0
CUST_0357,48,15,11,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0358,20,11,10,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0359,57,16,2,0,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0360,63,17,3,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0361,41,4,23,1,Great experience so far. The features are intuitive and easy to use.,0
